Simulation,Strategy,Aggregate rank,Aggregate score,Top ranked
17,Improve first-screen relevance and loading quality,4,0.3135391287394767,0
17,Reduce exit friction in product and checkout journeys,5,0.23079172881773732,0
17,Personalize product discovery depth and recommendations,6,0.14754711216794938,0
17,Streamline account and administrative navigation,7,0.14323098854309887,0
17,Trigger product-page assistance for long comparison sessions,8,0.0,0
18,Prioritize high-value landing-page optimization,1,1.0,1
18,Schedule seasonal merchandising and promotion windows,2,0.6739972703435021,0
18,Personalize journeys by visitor recency type,3,0.2782276456601256,0
18,Reduce exit friction in product and checkout journeys,4,0.26284153247784997,0
18,Personalize product discovery depth and recommendations,5,0.12736169162418398,0
18,Improve first-screen relevance and loading quality,6,0.09897084454616294,0
18,Trigger product-page assistance for long comparison sessions,7,0.03285736397406988,0
18,Streamline account and administrative navigation,8,0.0010815955121029446,0
19,Prioritize high-value landing-page optimization,1,1.0,1
19,Schedule seasonal merchandising and promotion windows,2,0.7690524492826474,0
19,Personalize journeys by visitor recency type,3,0.416401256902329,0
19,Reduce exit friction in product and checkout journeys,4,0.4018932423362074,0
19,Improve first-screen relevance and loading quality,5,0.3270200529131185,0
19,Personalize product discovery depth and recommendations,6,0.18688924898374148,0
19,Streamline account and administrative navigation,7,0.17763511262910484,0
19,Trigger product-page assistance for long comparison sessions,8,0.0,0
20,Prioritize high-value landing-page optimization,1,1.0,1
20,Schedule seasonal merchandising and promotion windows,2,0.6996300543676456,0
20,Personalize journeys by visitor recency type,3,0.41420933167774193,0
20,Reduce exit friction in product and checkout journeys,4,0.37948972764469985,0
20,Improve first-screen relevance and loading quality,5,0.3611366407105687,0
20,Streamline account and administrative navigation,6,0.22407886221750484,0
20,Personalize product discovery depth and recommendations,7,0.20628904200810894,0
20,Trigger product-page assistance for long comparison sessions,8,0.0,0
21,Prioritize high-value landing-page optimization,1,0.966571309777974,1
21,Schedule seasonal merchandising and promotion windows,2,0.8402066894261386,0
21,Personalize journeys by visitor recency type,3,0.3973667466219782,0
21,Improve first-screen relevance and loading quality,4,0.23831518018329859,0
21,Reduce exit friction in product and checkout journeys,5,0.23647713388119143,0
21,Streamline account and administrative navigation,6,0.15124291309230317,0
21,Personalize product discovery depth and recommendations,7,0.0954141645167842,0
21,Trigger product-page assistance for long comparison sessions,8,0.0,0
22,Prioritize high-value landing-page optimization,1,1.0,1
22,Schedule seasonal merchandising and promotion windows,2,0.7620446848729959,0
22,Personalize journeys by visitor recency type,3,0.37843072138679795,0
22,Reduce exit friction in product and checkout journeys,4,0.2908172939313795,0
22,Personalize product discovery depth and recommendations,5,0.1492483898822441,0
22,Improve first-screen relevance and loading quality,6,0.1416828230685031,0
22,Trigger product-page assistance for long comparison sessions,7,0.03142218446453702,0
22,Streamline account and administrative navigation,8,0.003145340692138117,0
23,Prioritize high-value landing-page optimization,1,1.0,1
23,Schedule seasonal merchandising and promotion windows,2,0.6522461329730832,0
23,Personalize journeys by visitor recency type,3,0.33335272386377474,0
23,Reduce exit friction in product and checkout journeys,4,0.3038921718657291,0
23,Improve first-screen relevance and loading quality,5,0.1979948842949407,0
23,Personalize product discovery depth and recommendations,6,0.16253472101545402,0
23,Streamline account and administrative navigation,7,0.07462393529476158,0
23,Trigger product-page assistance for long comparison sessions,8,0.00575650903591935,0
24,Prioritize high-value landing-page optimization,1,1.0,1
24,Schedule seasonal merchandising and promotion windows,2,0.7673704921037091,0
24,Personalize journeys by visitor recency type,3,0.5273252204676218,0
24,Reduce exit friction in product and checkout journeys,4,0.45420355770568444,0
24,Improve first-screen relevance and loading quality,5,0.3773461815257781,0
24,Personalize product discovery depth and recommendations,6,0.2504737373549242,0
24,Streamline account and administrative navigation,7,0.1740362045756488,0
24,Trigger product-page assistance for long comparison sessions,8,0.0,0
25,Schedule seasonal merchandising and promotion windows,1,0.9623435311807289,1
25,Prioritize high-value landing-page optimization,2,0.9386129535327239,0
25,Personalize journeys by visitor recency type,3,0.5415687032217331,0
25,Improve first-screen relevance and loading quality,4,0.3551509167744265,0
25,Reduce exit friction in product and checkout journeys,5,0.27581548373301995,0
25,Streamline account and administrative navigation,6,0.23933237156808781,0
25,Personalize product discovery depth and recommendations,7,0.13040006590529749,0
25,Trigger product-page assistance for long comparison sessions,8,0.0,0
26,Schedule seasonal merchandising and promotion windows,1,0.9687443702707134,1
26,Prioritize high-value landing-page optimization,2,0.9575487965066044,0
26,Personalize journeys by visitor recency type,3,0.563225913223203,0
26,Improve first-screen relevance and loading quality,4,0.464059841273832,0
26,Reduce exit friction in product and checkout journeys,5,0.364955369690979,0
26,Streamline account and administrative navigation,6,0.34348072120662837,0
26,Personalize product discovery depth and recommendations,7,0.17652200113218483,0
26,Trigger product-page assistance for long comparison sessions,8,0.0,0
27,Prioritize high-value landing-page optimization,1,1.0,1
27,Schedule seasonal merchandising and promotion windows,2,0.7653227516096135,0
27,Reduce exit friction in product and checkout journeys,3,0.3121190529954294,0
27,Personalize journeys by visitor recency type,4,0.3038345767587792,0
27,Improve first-screen relevance and loading quality,5,0.25594700026339007,0
27,Streamline account and administrative navigation,6,0.17569434336495082,0
27,Personalize product discovery depth and recommendations,7,0.11132537827337556,0
27,Trigger product-page assistance for long comparison sessions,8,0.0,0
28,Prioritize high-value landing-page optimization,1,0.9891648859407073,1
28,Schedule seasonal merchandising and promotion windows,2,0.8563301033208705,0
28,Personalize journeys by visitor recency type,3,0.554770099151704,0
28,Reduce exit friction in product and checkout journeys,4,0.2975015284452378,0
28,Improve first-screen relevance and loading quality,5,0.21597579223319452,0
28,Personalize product discovery depth and recommendations,6,0.21171873490903748,0
28,Trigger product-page assistance for long comparison sessions,7,0.04268891938891751,0
28,Streamline account and administrative navigation,8,0.0380115020045472,0
29,Prioritize high-value landing-page optimization,1,1.0,1
29,Schedule seasonal merchandising and promotion windows,2,0.6148449613630352,0
29,Personalize journeys by visitor recency type,3,0.4168296421118582,0
29,Personalize product discovery depth and recommendations,4,0.3073932389849215,0
29,Reduce exit friction in product and checkout journeys,5,0.27544306737308843,0
29,Trigger product-page assistance for long comparison sessions,6,0.24935515238515368,0
29,Improve first-screen relevance and loading quality,7,0.07549392747792792,0
29,Streamline account and administrative navigation,8,0.0,0
30,Prioritize high-value landing-page optimization,1,1.0,1
30,Schedule seasonal merchandising and promotion windows,2,0.814022800761013,0
30,Personalize journeys by visitor recency type,3,0.7485694117907143,0
30,Reduce exit friction in product and checkout journeys,4,0.4636353883385857,0
30,Personalize product discovery depth and recommendations,5,0.43558794250558525,0
30,Improve first-screen relevance and loading quality,6,0.24422420263024014,0
30,Trigger product-page assistance for long comparison sessions,7,0.23751849972042127,0
30,Streamline account and administrative navigation,8,0.0,0
31,Prioritize high-value landing-page optimization,1,1.0,1
31,Schedule seasonal merchandising and promotion windows,2,0.6640538197023976,0
31,Reduce exit friction in product and checkout journeys,3,0.3091335727026215,0
31,Improve first-screen relevance and loading quality,4,0.21642243614600576,0
31,Personalize journeys by visitor recency type,5,0.1982314127711345,0
31,Streamline account and administrative navigation,6,0.15823634568982933,0
31,Personalize product discovery depth and recommendations,7,0.09862137859468634,0
31,Trigger product-page assistance for long comparison sessions,8,0.0,0
32,Prioritize high-value landing-page optimization,1,1.0,1
32,Schedule seasonal merchandising and promotion windows,2,0.7792423244972295,0
32,Personalize journeys by visitor recency type,3,0.6796337912155201,0
32,Personalize product discovery depth and recommendations,4,0.3398578950789292,0
32,Reduce exit friction in product and checkout journeys,5,0.3197846116426551,0
32,Improve first-screen relevance and loading quality,6,0.2280286046596894,0
32,Trigger product-page assistance for long comparison sessions,7,0.12852835974979349,0
32,Streamline account and administrative navigation,8,0.03493595367857924,0
33,Prioritize high-value landing-page optimization,1,1.0,1
33,Schedule seasonal merchandising and promotion windows,2,0.7715607364747425,0
33,Personalize journeys by visitor recency type,3,0.46941749656174725,0
33,Reduce exit friction in product and checkout journeys,4,0.2899516494242252,0
33,Personalize product discovery depth and recommendations,5,0.2015177490881561,0
33,Improve first-screen relevance and loading quality,6,0.1801468521998928,0
33,Trigger product-page assistance for long comparison sessions,7,0.04903941788877428,0
33,Streamline account and administrative navigation,8,0.028056073992006447,0
34,Prioritize high-value landing-page optimization,1,1.0,1
34,Schedule seasonal merchandising and promotion windows,2,0.6327798556618198,0
34,Reduce exit friction in product and checkout journeys,3,0.19229708431165718,0
34,Personalize journeys by visitor recency type,4,0.10887144018752075,0
34,Personalize product discovery depth and recommendations,5,0.035417344045664594,0
34,Trigger product-page assistance for long comparison sessions,6,0.023108668422230322,0
34,Improve first-screen relevance and loading quality,7,0.017659127440262257,0
34,Streamline account and administrative navigation,8,0.0008989652248554493,0
35,Prioritize high-value landing-page optimization,1,1.0,1
35,Schedule seasonal merchandising and promotion windows,2,0.712079053413509,0
35,Personalize journeys by visitor recency type,3,0.6174046092519329,0
35,Reduce exit friction in product and checkout journeys,4,0.425325354267974,0
35,Improve first-screen relevance and loading quality,5,0.3217775803900647,0
35,Personalize product discovery depth and recommendations,6,0.3021182755209328,0
35,Streamline account and administrative navigation,7,0.08586836611902006,0
35,Trigger product-page assistance for long comparison sessions,8,0.011790645420610797,0
36,Prioritize high-value landing-page optimization,1,0.9857829395652639,1
36,Schedule seasonal merchandising and promotion windows,2,0.8422031965001344,0
36,Personalize journeys by visitor recency type,3,0.4650477507274293,0
36,Reduce exit friction in product and checkout journeys,4,0.28030443727524085,0
36,Improve first-screen relevance and loading quality,5,0.24241184735903173,0
36,Personalize product discovery depth and recommendations,6,0.14886578260340497,0
36,Streamline account and administrative navigation,7,0.1009464031601753,0
36,Trigger product-page assistance for long comparison sessions,8,0.0,0
37,Prioritize high-value landing-page optimization,1,1.0,1
37,Personalize journeys by visitor recency type,2,0.7242715286520286,0
37,Schedule seasonal merchandising and promotion windows,3,0.6284323344745619,0
37,Personalize product discovery depth and recommendations,4,0.5712784382459444,0
37,Trigger product-page assistance for long comparison sessions,5,0.4976381525105868,0
37,Reduce exit friction in product and checkout journeys,6,0.3678377734383156,0
37,Improve first-screen relevance and loading quality,7,0.12153799128684761,0
37,Streamline account and administrative navigation,8,0.0,0
38,Prioritize high-value landing-page optimization,1,1.0,1
38,Schedule seasonal merchandising and promotion windows,2,0.7882615736594771,0
38,Personalize journeys by visitor recency type,3,0.4091450158582424,0
38,Reduce exit friction in product and checkout journeys,4,0.31529104971063815,0
38,Improve first-screen relevance and loading quality,5,0.1713903085290073,0
38,Personalize product discovery depth and recommendations,6,0.15639799287364847,0
38,Trigger product-page assistance for long comparison sessions,7,0.02128880899441037,0
38,Streamline account and administrative navigation,8,0.014585187292216065,0
39,Prioritize high-value landing-page optimization,1,1.0,1
39,Schedule seasonal merchandising and promotion windows,2,0.8164069330168903,0
39,Personalize journeys by visitor recency type,3,0.4967073538749593,0
39,Improve first-screen relevance and loading quality,4,0.47833213569015537,0
39,Reduce exit friction in product and checkout journeys,5,0.4682826878183781,0
39,Streamline account and administrative navigation,6,0.32061935763199423,0
39,Personalize product discovery depth and recommendations,7,0.2334665895243547,0
39,Trigger product-page assistance for long comparison sessions,8,0.0,0
40,Prioritize high-value landing-page optimization,1,0.9583469094287148,1
40,Schedule seasonal merchandising and promotion windows,2,0.8646931523448455,0
40,Personalize journeys by visitor recency type,3,0.4650530590107933,0
40,Reduce exit friction in product and checkout journeys,4,0.2894881099178049,0
40,Improve first-screen relevance and loading quality,5,0.21840675327599338,0
40,Personalize product discovery depth and recommendations,6,0.13375717720846694,0
40,Streamline account and administrative navigation,7,0.06673682437363558,0
40,Trigger product-page assistance for long comparison sessions,8,0.0,0
41,Prioritize high-value landing-page optimization,1,0.9641947581369381,1
41,Schedule seasonal merchandising and promotion windows,2,0.8792965507981529,0
41,Personalize journeys by visitor recency type,3,0.46864478880385657,0
41,Improve first-screen relevance and loading quality,4,0.2636470744006271,0
41,Reduce exit friction in product and checkout journeys,5,0.24363319472590836,0
41,Streamline account and administrative navigation,6,0.1496321713262793,0
41,Personalize product discovery depth and recommendations,7,0.12117004217327654,0
41,Trigger product-page assistance for long comparison sessions,8,0.0,0
42,Prioritize high-value landing-page optimization,1,1.0,1
42,Schedule seasonal merchandising and promotion windows,2,0.7113895825801323,0
42,Personalize journeys by visitor recency type,3,0.2551605976510068,0
42,Reduce exit friction in product and checkout journeys,4,0.2533570625868658,0
42,Improve first-screen relevance and loading quality,5,0.1902945503199126,0
42,Streamline account and administrative navigation,6,0.12783606890206747,0
42,Personalize product discovery depth and recommendations,7,0.08929486302294552,0
42,Trigger product-page assistance for long comparison sessions,8,0.0,0
43,Prioritize high-value landing-page optimization,1,1.0,1
43,Schedule seasonal merchandising and promotion windows,2,0.7687994376236887,0
43,Personalize journeys by visitor recency type,3,0.560749432607977,0
43,Personalize product discovery depth and recommendations,4,0.28722710029541615,0
43,Reduce exit friction in product and checkout journeys,5,0.240083930671381,0
43,Trigger product-page assistance for long comparison sessions,6,0.18000318525777312,0
43,Improve first-screen relevance and loading quality,7,0.1237959505420874,0
43,Streamline account and administrative navigation,8,0.0,0
44,Prioritize high-value landing-page optimization,1,0.9510760199868257,1
44,Schedule seasonal merchandising and promotion windows,2,0.8652016564811715,0
44,Personalize journeys by visitor recency type,3,0.5042167598551326,0
44,Reduce exit friction in product and checkout journeys,4,0.17025248686859196,0
44,Personalize product discovery depth and recommendations,5,0.136648161729738,0
44,Improve first-screen relevance and loading quality,6,0.1305555750081249,0
44,Trigger product-page assistance for long comparison sessions,7,0.034193672720764644,0
44,Streamline account and administrative navigation,8,0.0004943943880972439,0
45,Schedule seasonal merchandising and promotion windows,1,1.0,1
45,Prioritize high-value landing-page optimization,2,0.8505445094923206,0
45,Personalize journeys by visitor recency type,3,0.6017742700473069,0
45,Improve first-screen relevance and loading quality,4,0.3439511120154804,0
45,Reduce exit friction in product and checkout journeys,5,0.24299735882974036,0
45,Streamline account and administrative navigation,6,0.21730281872373206,0
45,Personalize product discovery depth and recommendations,7,0.12319789159519472,0
45,Trigger product-page assistance for long comparison sessions,8,0.0,0
46,Prioritize high-value landing-page optimization,1,1.0,1
46,Schedule seasonal merchandising and promotion windows,2,0.7656156489775011,0
46,Personalize journeys by visitor recency type,3,0.32146256798640027,0
46,Reduce exit friction in product and checkout journeys,4,0.2884126754832459,0
46,Improve first-screen relevance and loading quality,5,0.2686540974983273,0
46,Streamline account and administrative navigation,6,0.19317370558209523,0
46,Personalize product discovery depth and recommendations,7,0.11206879763068918,0
46,Trigger product-page assistance for long comparison sessions,8,0.0,0
47,Prioritize high-value landing-page optimization,1,0.9256502227329423,1
47,Schedule seasonal merchandising and promotion windows,2,0.8969702515347561,0
47,Personalize journeys by visitor recency type,3,0.4570921038842517,0
47,Improve first-screen relevance and loading quality,4,0.21586659891378,0
47,Reduce exit friction in product and checkout journeys,5,0.19399593373645896,0
47,Streamline account and administrative navigation,6,0.11687517153294247,0
47,Personalize product discovery depth and recommendations,7,0.08262808712313356,0
47,Trigger product-page assistance for long comparison sessions,8,0.0,0
48,Prioritize high-value landing-page optimization,1,1.0,1
48,Schedule seasonal merchandising and promotion windows,2,0.7125983406356006,0
48,Personalize journeys by visitor recency type,3,0.2662349855929991,0
48,Reduce exit friction in product and checkout journeys,4,0.21624723874673088,0
48,Improve first-screen relevance and loading quality,5,0.10136113291421768,0
48,Personalize product discovery depth and recommendations,6,0.08751257444902226,0
48,Streamline account and administrative navigation,7,0.029621966085489934,0
48,Trigger product-page assistance for long comparison sessions,8,0.013569933323174299,0
49,Prioritize high-value landing-page optimization,1,1.0,1
49,Schedule seasonal merchandising and promotion windows,2,0.67879591980652,0
49,Reduce exit friction in product and checkout journeys,3,0.20799562729395218,0
49,Personalize journeys by visitor recency type,4,0.2026796327879891,0
49,Personalize product discovery depth and recommendations,5,0.0690122753409445,0
49,Improve first-screen relevance and loading quality,6,0.053343840781023354,0
49,Trigger product-page assistance for long comparison sessions,7,0.021866343187569314,0
49,Streamline account and administrative navigation,8,0.0,0
50,Prioritize high-value landing-page optimization,1,1.0,1
50,Schedule seasonal merchandising and promotion windows,2,0.8223950240564916,0
50,Personalize journeys by visitor recency type,3,0.5512523157689727,0
50,Reduce exit friction in product and checkout journeys,4,0.27164309461283936,0
50,Personalize product discovery depth and recommendations,5,0.2262049237239725,0
50,Improve first-screen relevance and loading quality,6,0.19521525528270392,0
50,Trigger product-page assistance for long comparison sessions,7,0.06258526265112192,0
50,Streamline account and administrative navigation,8,0.032933277648125835,0
51,Prioritize high-value landing-page optimization,1,0.9759825067992279,1
51,Schedule seasonal merchandising and promotion windows,2,0.8515961465309685,0
51,Personalize journeys by visitor recency type,3,0.4120801671680116,0
51,Reduce exit friction in product and checkout journeys,4,0.26558002095241,0
51,Improve first-screen relevance and loading quality,5,0.26033335457024687,0
51,Streamline account and administrative navigation,6,0.16157136819021437,0
51,Personalize product discovery depth and recommendations,7,0.10935255006086726,0
51,Trigger product-page assistance for long comparison sessions,8,0.0,0
52,Prioritize high-value landing-page optimization,1,1.0,1
52,Schedule seasonal merchandising and promotion windows,2,0.7392179493227955,0
52,Reduce exit friction in product and checkout journeys,3,0.2711893698036465,0
52,Personalize journeys by visitor recency type,4,0.2554275737163631,0
52,Improve first-screen relevance and loading quality,5,0.1649367362750646,0
52,Streamline account and administrative navigation,6,0.09067896297404776,0
52,Personalize product discovery depth and recommendations,7,0.08171083188769405,0
52,Trigger product-page assistance for long comparison sessions,8,0.0,0
53,Prioritize high-value landing-page optimization,1,1.0,1
53,Schedule seasonal merchandising and promotion windows,2,0.7901458105817584,0
53,Personalize journeys by visitor recency type,3,0.42073695392037475,0
53,Reduce exit friction in product and checkout journeys,4,0.2875630842946319,0
53,Personalize product discovery depth and recommendations,5,0.16105436721268399,0
53,Improve first-screen relevance and loading quality,6,0.15048074706241557,0
53,Trigger product-page assistance for long comparison sessions,7,0.035737680796711045,0
53,Streamline account and administrative navigation,8,0.003644566275938002,0
54,Prioritize high-value landing-page optimization,1,1.0,1
54,Schedule seasonal merchandising and promotion windows,2,0.6435337065132507,0
54,Reduce exit friction in product and checkout journeys,3,0.2313010600693662,0
54,Personalize journeys by visitor recency type,4,0.2107623992263792,0
54,Personalize product discovery depth and recommendations,5,0.11142428828840545,0
54,Trigger product-page assistance for long comparison sessions,6,0.06713828513273798,0
54,Improve first-screen relevance and loading quality,7,0.05202161626242319,0
54,Streamline account and administrative navigation,8,0.0,0
55,Prioritize high-value landing-page optimization,1,1.0,1
55,Schedule seasonal merchandising and promotion windows,2,0.6934828310904694,0
55,Reduce exit friction in product and checkout journeys,3,0.31796925406960885,0
55,Personalize journeys by visitor recency type,4,0.2450173572214903,0
55,Improve first-screen relevance and loading quality,5,0.21914932366118736,0
55,Streamline account and administrative navigation,6,0.14017807077175007,0
55,Personalize product discovery depth and recommendations,7,0.11054509780385519,0
55,Trigger product-page assistance for long comparison sessions,8,0.0,0
56,Prioritize high-value landing-page optimization,1,1.0,1
56,Schedule seasonal merchandising and promotion windows,2,0.7569792994692262,0
56,Personalize journeys by visitor recency type,3,0.5443651334170393,0
56,Personalize product discovery depth and recommendations,4,0.3082883232428611,0
56,Reduce exit friction in product and checkout journeys,5,0.30496889821718587,0
56,Trigger product-page assistance for long comparison sessions,6,0.20104155897484896,0
56,Improve first-screen relevance and loading quality,7,0.1396771391425768,0
56,Streamline account and administrative navigation,8,0.0,0
