Simulation,Strategy,Aggregate rank,Aggregate score,Top ranked
10,Personalize journeys by visitor recency type,4,0.19423917945097924,0
10,Improve first-screen relevance and loading quality,5,0.08697305439101603,0
10,Personalize product discovery depth and recommendations,6,0.060789771500947665,0
10,Streamline account and administrative navigation,7,0.03140043963988533,0
10,Trigger product-page assistance for long comparison sessions,8,0.004375314591223747,0
11,Prioritize high-value landing-page optimization,1,1.0,1
11,Schedule seasonal merchandising and promotion windows,2,0.7068979002102885,0
11,Personalize journeys by visitor recency type,3,0.2201615797610017,0
11,Reduce exit friction in product and checkout journeys,4,0.21125488551004534,0
11,Improve first-screen relevance and loading quality,5,0.08642693296149001,0
11,Personalize product discovery depth and recommendations,6,0.061148040507505885,0
11,Streamline account and administrative navigation,7,0.02973383210205467,0
11,Trigger product-page assistance for long comparison sessions,8,0.005951934142351235,0
12,Prioritize high-value landing-page optimization,1,1.0,1
12,Schedule seasonal merchandising and promotion windows,2,0.6985919895782321,0
12,Reduce exit friction in product and checkout journeys,3,0.23017260195972855,0
12,Personalize journeys by visitor recency type,4,0.22623226458466114,0
12,Improve first-screen relevance and loading quality,5,0.09889588013870447,0
12,Personalize product discovery depth and recommendations,6,0.07417867575076592,0
12,Streamline account and administrative navigation,7,0.03331233603750053,0
12,Trigger product-page assistance for long comparison sessions,8,0.007466119746138721,0
13,Prioritize high-value landing-page optimization,1,1.0,1
13,Schedule seasonal merchandising and promotion windows,2,0.688130896484061,0
13,Reduce exit friction in product and checkout journeys,3,0.2109497740362846,0
13,Personalize journeys by visitor recency type,4,0.1728753939134892,0
13,Improve first-screen relevance and loading quality,5,0.07817848498928791,0
13,Personalize product discovery depth and recommendations,6,0.04234125581969561,0
13,Streamline account and administrative navigation,7,0.03671573109230029,0
13,Trigger product-page assistance for long comparison sessions,8,0.0005155456022303996,0
14,Prioritize high-value landing-page optimization,1,1.0,1
14,Schedule seasonal merchandising and promotion windows,2,0.6900165378240913,0
14,Reduce exit friction in product and checkout journeys,3,0.22864827535981833,0
14,Personalize journeys by visitor recency type,4,0.22414684993487258,0
14,Improve first-screen relevance and loading quality,5,0.09815776064239545,0
14,Personalize product discovery depth and recommendations,6,0.07666056853793525,0
14,Streamline account and administrative navigation,7,0.033994854563361855,0
14,Trigger product-page assistance for long comparison sessions,8,0.008090590156404375,0
15,Prioritize high-value landing-page optimization,1,1.0,1
15,Schedule seasonal merchandising and promotion windows,2,0.6742464023252236,0
15,Reduce exit friction in product and checkout journeys,3,0.21140136551646663,0
15,Personalize journeys by visitor recency type,4,0.17445258773612796,0
15,Improve first-screen relevance and loading quality,5,0.07013720416361359,0
15,Personalize product discovery depth and recommendations,6,0.05124949306384296,0
15,Streamline account and administrative navigation,7,0.025664206214030844,0
15,Trigger product-page assistance for long comparison sessions,8,0.005039500124468321,0
16,Prioritize high-value landing-page optimization,1,1.0,1
16,Schedule seasonal merchandising and promotion windows,2,0.6803812845748687,0
16,Reduce exit friction in product and checkout journeys,3,0.2225401525635392,0
16,Personalize journeys by visitor recency type,4,0.1642324064307087,0
16,Improve first-screen relevance and loading quality,5,0.07980870486979938,0
16,Personalize product discovery depth and recommendations,6,0.04452446991191338,0
16,Streamline account and administrative navigation,7,0.035767506733680794,0
16,Trigger product-page assistance for long comparison sessions,8,7.594670341099244e-05,0
17,Prioritize high-value landing-page optimization,1,1.0,1
17,Schedule seasonal merchandising and promotion windows,2,0.6734838539841999,0
17,Reduce exit friction in product and checkout journeys,3,0.22541117575771977,0
17,Personalize journeys by visitor recency type,4,0.1990009960995167,0
17,Improve first-screen relevance and loading quality,5,0.08258357986273356,0
17,Personalize product discovery depth and recommendations,6,0.06964705594482996,0
17,Streamline account and administrative navigation,7,0.024876709580620448,0
17,Trigger product-page assistance for long comparison sessions,8,0.008626464721440763,0
18,Prioritize high-value landing-page optimization,1,1.0,1
18,Schedule seasonal merchandising and promotion windows,2,0.7103469403018635,0
18,Reduce exit friction in product and checkout journeys,3,0.22811923901008924,0
18,Personalize journeys by visitor recency type,4,0.2142068211338346,0
18,Improve first-screen relevance and loading quality,5,0.1042711531581091,0
18,Personalize product discovery depth and recommendations,6,0.05943388752682002,0
18,Streamline account and administrative navigation,7,0.04593580604526268,0
18,Trigger product-page assistance for long comparison sessions,8,0.0005009036001708826,0
19,Prioritize high-value landing-page optimization,1,1.0,1
19,Schedule seasonal merchandising and promotion windows,2,0.6777466326216496,0
19,Reduce exit friction in product and checkout journeys,3,0.23585532982720733,0
19,Personalize journeys by visitor recency type,4,0.17634169445954362,0
19,Improve first-screen relevance and loading quality,5,0.0914908245704426,0
19,Personalize product discovery depth and recommendations,6,0.05606659312150771,0
19,Streamline account and administrative navigation,7,0.03838988990973783,0
19,Trigger product-page assistance for long comparison sessions,8,0.0009393544235673412,0
20,Prioritize high-value landing-page optimization,1,1.0,1
20,Schedule seasonal merchandising and promotion windows,2,0.6976303189786877,0
20,Reduce exit friction in product and checkout journeys,3,0.24211825167583365,0
20,Personalize journeys by visitor recency type,4,0.2191179056671396,0
20,Improve first-screen relevance and loading quality,5,0.12373028517131805,0
20,Personalize product discovery depth and recommendations,6,0.0720050104639618,0
20,Streamline account and administrative navigation,7,0.06018265700242056,0
20,Trigger product-page assistance for long comparison sessions,8,0.0,0
21,Prioritize high-value landing-page optimization,1,1.0,1
21,Schedule seasonal merchandising and promotion windows,2,0.6989336951647895,0
21,Reduce exit friction in product and checkout journeys,3,0.20314444923319763,0
21,Personalize journeys by visitor recency type,4,0.1963072835197505,0
21,Improve first-screen relevance and loading quality,5,0.07023635149116818,0
21,Personalize product discovery depth and recommendations,6,0.04879214952655878,0
21,Streamline account and administrative navigation,7,0.022046084495490153,0
21,Trigger product-page assistance for long comparison sessions,8,0.004339324206007012,0
22,Prioritize high-value landing-page optimization,1,1.0,1
22,Schedule seasonal merchandising and promotion windows,2,0.6952910691400334,0
22,Reduce exit friction in product and checkout journeys,3,0.250883956741661,0
22,Personalize journeys by visitor recency type,4,0.19637387517311455,0
22,Improve first-screen relevance and loading quality,5,0.11696169464362138,0
22,Personalize product discovery depth and recommendations,6,0.06340872496903419,0
22,Streamline account and administrative navigation,7,0.05790215533861751,0
22,Trigger product-page assistance for long comparison sessions,8,0.0,0
23,Prioritize high-value landing-page optimization,1,1.0,1
23,Schedule seasonal merchandising and promotion windows,2,0.7348197290144363,0
23,Reduce exit friction in product and checkout journeys,3,0.25357111078869893,0
23,Personalize journeys by visitor recency type,4,0.24890024164318428,0
23,Improve first-screen relevance and loading quality,5,0.14538379934024118,0
23,Streamline account and administrative navigation,6,0.075056718727859,0
23,Personalize product discovery depth and recommendations,7,0.0744167010664259,0
23,Trigger product-page assistance for long comparison sessions,8,0.0,0
24,Prioritize high-value landing-page optimization,1,1.0,1
24,Schedule seasonal merchandising and promotion windows,2,0.669783525564704,0
24,Reduce exit friction in product and checkout journeys,3,0.23122821760294046,0
24,Personalize journeys by visitor recency type,4,0.19168227511099065,0
24,Improve first-screen relevance and loading quality,5,0.09940853325249831,0
24,Personalize product discovery depth and recommendations,6,0.06776753642991777,0
24,Streamline account and administrative navigation,7,0.044805426122891866,0
24,Trigger product-page assistance for long comparison sessions,8,0.0035079306170533436,0
25,Prioritize high-value landing-page optimization,1,1.0,1
25,Schedule seasonal merchandising and promotion windows,2,0.7311715534346219,0
25,Reduce exit friction in product and checkout journeys,3,0.2503872349949363,0
25,Personalize journeys by visitor recency type,4,0.237559465909248,0
25,Improve first-screen relevance and loading quality,5,0.14071542556507294,0
25,Streamline account and administrative navigation,6,0.07569126442520081,0
25,Personalize product discovery depth and recommendations,7,0.06928322211552403,0
25,Trigger product-page assistance for long comparison sessions,8,0.0,0
26,Prioritize high-value landing-page optimization,1,1.0,1
26,Schedule seasonal merchandising and promotion windows,2,0.6802639585076514,0
26,Reduce exit friction in product and checkout journeys,3,0.21222532949272788,0
26,Personalize journeys by visitor recency type,4,0.1987100094648927,0
26,Improve first-screen relevance and loading quality,5,0.0684035074114344,0
26,Personalize product discovery depth and recommendations,6,0.06294958813273077,0
26,Streamline account and administrative navigation,7,0.014477669086667732,0
26,Trigger product-page assistance for long comparison sessions,8,0.009571092527584405,0
27,Prioritize high-value landing-page optimization,1,1.0,1
27,Schedule seasonal merchandising and promotion windows,2,0.6856121703384769,0
27,Reduce exit friction in product and checkout journeys,3,0.22037753223840337,0
27,Personalize journeys by visitor recency type,4,0.21306897339640152,0
27,Improve first-screen relevance and loading quality,5,0.07356621691422788,0
27,Personalize product discovery depth and recommendations,6,0.07113255884335953,0
27,Trigger product-page assistance for long comparison sessions,7,0.011743139960278882,0
27,Streamline account and administrative navigation,8,0.011386422929618008,0
28,Prioritize high-value landing-page optimization,1,1.0,1
28,Schedule seasonal merchandising and promotion windows,2,0.703205860524379,0
28,Reduce exit friction in product and checkout journeys,3,0.2629686922811904,0
28,Personalize journeys by visitor recency type,4,0.21911514439461413,0
28,Improve first-screen relevance and loading quality,5,0.1559688729406696,0
28,Streamline account and administrative navigation,6,0.09434281511766378,0
28,Personalize product discovery depth and recommendations,7,0.07666234520577815,0
28,Trigger product-page assistance for long comparison sessions,8,0.0,0
29,Prioritize high-value landing-page optimization,1,1.0,1
29,Schedule seasonal merchandising and promotion windows,2,0.727295364691256,0
29,Personalize journeys by visitor recency type,3,0.28164415655219455,0
29,Reduce exit friction in product and checkout journeys,4,0.25173441078313735,0
29,Improve first-screen relevance and loading quality,5,0.13153560428215194,0
29,Personalize product discovery depth and recommendations,6,0.09696311883459652,0
29,Streamline account and administrative navigation,7,0.04348303426602166,0
29,Trigger product-page assistance for long comparison sessions,8,0.008433817838992236,0
30,Prioritize high-value landing-page optimization,1,1.0,1
30,Schedule seasonal merchandising and promotion windows,2,0.685313942339392,0
30,Reduce exit friction in product and checkout journeys,3,0.23239525884236822,0
30,Personalize journeys by visitor recency type,4,0.18162883005590658,0
30,Improve first-screen relevance and loading quality,5,0.10907898039280993,0
30,Streamline account and administrative navigation,6,0.062103961467270104,0
30,Personalize product discovery depth and recommendations,7,0.05516768923822602,0
30,Trigger product-page assistance for long comparison sessions,8,0.0,0
31,Prioritize high-value landing-page optimization,1,1.0,1
31,Schedule seasonal merchandising and promotion windows,2,0.7035882318915401,0
31,Reduce exit friction in product and checkout journeys,3,0.2283796524399518,0
31,Personalize journeys by visitor recency type,4,0.22463250202607501,0
31,Improve first-screen relevance and loading quality,5,0.09316490416629587,0
31,Personalize product discovery depth and recommendations,6,0.07008813319465935,0
31,Streamline account and administrative navigation,7,0.027835412913028143,0
31,Trigger product-page assistance for long comparison sessions,8,0.0066846368973762366,0
32,Prioritize high-value landing-page optimization,1,1.0,1
32,Schedule seasonal merchandising and promotion windows,2,0.6478699139871448,0
32,Reduce exit friction in product and checkout journeys,3,0.1946067942350743,0
32,Personalize journeys by visitor recency type,4,0.16568211010480022,0
32,Personalize product discovery depth and recommendations,5,0.057098061071030805,0
32,Improve first-screen relevance and loading quality,6,0.03877075511660343,0
32,Trigger product-page assistance for long comparison sessions,7,0.017863143165244573,0
32,Streamline account and administrative navigation,8,0.0,0
33,Prioritize high-value landing-page optimization,1,1.0,1
33,Schedule seasonal merchandising and promotion windows,2,0.7133267364173362,0
33,Personalize journeys by visitor recency type,3,0.27850262796217756,0
33,Reduce exit friction in product and checkout journeys,4,0.2523205529253927,0
33,Improve first-screen relevance and loading quality,5,0.12112194393702898,0
33,Personalize product discovery depth and recommendations,6,0.10267841663522974,0
33,Streamline account and administrative navigation,7,0.031224091802318294,0
33,Trigger product-page assistance for long comparison sessions,8,0.012883816563332928,0
34,Prioritize high-value landing-page optimization,1,1.0,1
34,Schedule seasonal merchandising and promotion windows,2,0.6845779338508863,0
34,Reduce exit friction in product and checkout journeys,3,0.2380358603011196,0
34,Personalize journeys by visitor recency type,4,0.17969080197222329,0
34,Improve first-screen relevance and loading quality,5,0.10973356765496582,0
34,Streamline account and administrative navigation,6,0.060963732131853444,0
34,Personalize product discovery depth and recommendations,7,0.0560534099102006,0
34,Trigger product-page assistance for long comparison sessions,8,0.0,0
35,Prioritize high-value landing-page optimization,1,1.0,1
35,Schedule seasonal merchandising and promotion windows,2,0.700871763224343,0
35,Reduce exit friction in product and checkout journeys,3,0.24211838578545009,0
35,Personalize journeys by visitor recency type,4,0.20757312541060266,0
35,Improve first-screen relevance and loading quality,5,0.09719132261137385,0
35,Personalize product discovery depth and recommendations,6,0.06385906717345739,0
35,Streamline account and administrative navigation,7,0.030818349905355286,0
35,Trigger product-page assistance for long comparison sessions,8,0.0019458582544678495,0
36,Prioritize high-value landing-page optimization,1,1.0,1
36,Schedule seasonal merchandising and promotion windows,2,0.6837862371366038,0
36,Personalize journeys by visitor recency type,3,0.241845887080802,0
36,Reduce exit friction in product and checkout journeys,4,0.22361314977110172,0
36,Personalize product discovery depth and recommendations,5,0.09027608489162502,0
36,Improve first-screen relevance and loading quality,6,0.08433624397273243,0
36,Trigger product-page assistance for long comparison sessions,7,0.018187785454333822,0
36,Streamline account and administrative navigation,8,0.014145320648433506,0
37,Prioritize high-value landing-page optimization,1,1.0,1
37,Schedule seasonal merchandising and promotion windows,2,0.6820428426240576,0
37,Reduce exit friction in product and checkout journeys,3,0.23090564097402444,0
37,Personalize journeys by visitor recency type,4,0.16613818660036597,0
37,Improve first-screen relevance and loading quality,5,0.09131539728192657,0
37,Personalize product discovery depth and recommendations,6,0.04752109389738635,0
37,Streamline account and administrative navigation,7,0.04656421830654328,0
37,Trigger product-page assistance for long comparison sessions,8,0.0,0
38,Prioritize high-value landing-page optimization,1,1.0,1
38,Schedule seasonal merchandising and promotion windows,2,0.7083030650605523,0
38,Reduce exit friction in product and checkout journeys,3,0.24064462539933817,0
38,Personalize journeys by visitor recency type,4,0.19540806128323196,0
38,Improve first-screen relevance and loading quality,5,0.11636701837830075,0
38,Streamline account and administrative navigation,6,0.06506176722353436,0
38,Personalize product discovery depth and recommendations,7,0.054342785362284186,0
38,Trigger product-page assistance for long comparison sessions,8,0.0,0
39,Prioritize high-value landing-page optimization,1,1.0,1
39,Schedule seasonal merchandising and promotion windows,2,0.6998010237088169,0
39,Reduce exit friction in product and checkout journeys,3,0.23351307309125055,0
39,Personalize journeys by visitor recency type,4,0.19880781805966322,0
39,Improve first-screen relevance and loading quality,5,0.10592007005328664,0
39,Personalize product discovery depth and recommendations,6,0.05754318911866519,0
39,Streamline account and administrative navigation,7,0.051063887491324324,0
39,Trigger product-page assistance for long comparison sessions,8,0.0,0
40,Prioritize high-value landing-page optimization,1,1.0,1
40,Schedule seasonal merchandising and promotion windows,2,0.6530107418165344,0
40,Reduce exit friction in product and checkout journeys,3,0.21022413352573818,0
40,Personalize journeys by visitor recency type,4,0.15488458959338405,0
40,Personalize product discovery depth and recommendations,5,0.05166110914383909,0
40,Improve first-screen relevance and loading quality,6,0.04308827834220214,0
40,Trigger product-page assistance for long comparison sessions,7,0.012221480447203762,0
40,Streamline account and administrative navigation,8,0.0,0
41,Prioritize high-value landing-page optimization,1,1.0,1
41,Schedule seasonal merchandising and promotion windows,2,0.677457083742753,0
41,Reduce exit friction in product and checkout journeys,3,0.2182919509365555,0
41,Personalize journeys by visitor recency type,4,0.19393483773623146,0
41,Improve first-screen relevance and loading quality,5,0.07545112900399477,0
41,Personalize product discovery depth and recommendations,6,0.06301750194946022,0
41,Streamline account and administrative navigation,7,0.02175754393744565,0
41,Trigger product-page assistance for long comparison sessions,8,0.007964857191236916,0
42,Prioritize high-value landing-page optimization,1,1.0,1
42,Schedule seasonal merchandising and promotion windows,2,0.6677598063374761,0
42,Reduce exit friction in product and checkout journeys,3,0.22151854792770767,0
42,Personalize journeys by visitor recency type,4,0.166454527784301,0
42,Improve first-screen relevance and loading quality,5,0.08432108482604596,0
42,Personalize product discovery depth and recommendations,6,0.05211791478033129,0
42,Streamline account and administrative navigation,7,0.04041782669632028,0
42,Trigger product-page assistance for long comparison sessions,8,0.0019685587500324142,0
43,Prioritize high-value landing-page optimization,1,1.0,1
43,Schedule seasonal merchandising and promotion windows,2,0.6667341141385777,0
43,Reduce exit friction in product and checkout journeys,3,0.22766198729891216,0
43,Personalize journeys by visitor recency type,4,0.2179762468403141,0
43,Personalize product discovery depth and recommendations,5,0.08768156493363176,0
43,Improve first-screen relevance and loading quality,6,0.0671431779760812,0
43,Trigger product-page assistance for long comparison sessions,7,0.024153747869338344,0
43,Streamline account and administrative navigation,8,0.0,0
44,Prioritize high-value landing-page optimization,1,1.0,1
44,Schedule seasonal merchandising and promotion windows,2,0.6641417114823152,0
44,Reduce exit friction in product and checkout journeys,3,0.21223201594429733,0
44,Personalize journeys by visitor recency type,4,0.17151719453101466,0
44,Improve first-screen relevance and loading quality,5,0.06746173321496692,0
44,Personalize product discovery depth and recommendations,6,0.05504322941078949,0
44,Streamline account and administrative navigation,7,0.022617733314363484,0
44,Trigger product-page assistance for long comparison sessions,8,0.00692943620803974,0
45,Prioritize high-value landing-page optimization,1,1.0,1
45,Schedule seasonal merchandising and promotion windows,2,0.6866114675004565,0
45,Reduce exit friction in product and checkout journeys,3,0.21771163169652463,0
45,Personalize journeys by visitor recency type,4,0.19185539812564778,0
45,Improve first-screen relevance and loading quality,5,0.07802229455157711,0
45,Personalize product discovery depth and recommendations,6,0.05694221686668225,0
45,Streamline account and administrative navigation,7,0.025950613586119275,0
45,Trigger product-page assistance for long comparison sessions,8,0.005543602355491953,0
46,Prioritize high-value landing-page optimization,1,1.0,1
46,Schedule seasonal merchandising and promotion windows,2,0.6840718061687884,0
46,Personalize journeys by visitor recency type,3,0.2331282351686007,0
46,Reduce exit friction in product and checkout journeys,4,0.23311971402638484,0
46,Improve first-screen relevance and loading quality,5,0.09005063222020693,0
46,Personalize product discovery depth and recommendations,6,0.08658956619307794,0
46,Streamline account and administrative navigation,7,0.018236907457260188,0
46,Trigger product-page assistance for long comparison sessions,8,0.013850711503580916,0
47,Prioritize high-value landing-page optimization,1,1.0,1
47,Schedule seasonal merchandising and promotion windows,2,0.7180008706350107,0
47,Personalize journeys by visitor recency type,3,0.2766454389759693,0
47,Reduce exit friction in product and checkout journeys,4,0.243924505269725,0
47,Improve first-screen relevance and loading quality,5,0.11671612642763451,0
47,Personalize product discovery depth and recommendations,6,0.09754022431651838,0
47,Streamline account and administrative navigation,7,0.03096935771452269,0
47,Trigger product-page assistance for long comparison sessions,8,0.012413484379959636,0
48,Prioritize high-value landing-page optimization,1,1.0,1
48,Schedule seasonal merchandising and promotion windows,2,0.6796268341693056,0
48,Reduce exit friction in product and checkout journeys,3,0.22739402270613185,0
48,Personalize journeys by visitor recency type,4,0.19903884584384898,0
48,Improve first-screen relevance and loading quality,5,0.07958347539939596,0
48,Personalize product discovery depth and recommendations,6,0.06719835496952199,0
48,Streamline account and administrative navigation,7,0.01998710807905253,0
48,Trigger product-page assistance for long comparison sessions,8,0.008339755218469561,0
49,Prioritize high-value landing-page optimization,1,1.0,1
49,Schedule seasonal merchandising and promotion windows,2,0.6880257779486652,0
49,Reduce exit friction in product and checkout journeys,3,0.21201807972985107,0
49,Personalize journeys by visitor recency type,4,0.20595868173488407,0
49,Improve first-screen relevance and loading quality,5,0.07772161019298661,0
49,Personalize product discovery depth and recommendations,6,0.06291479647585622,0
49,Streamline account and administrative navigation,7,0.023706110118859574,0
49,Trigger product-page assistance for long comparison sessions,8,0.007904220866411332,0
50,Prioritize high-value landing-page optimization,1,1.0,1
50,Schedule seasonal merchandising and promotion windows,2,0.6703582380099457,0
50,Reduce exit friction in product and checkout journeys,3,0.21843108338700745,0
50,Personalize journeys by visitor recency type,4,0.1989369743648669,0
50,Personalize product discovery depth and recommendations,5,0.0701389535733396,0
50,Improve first-screen relevance and loading quality,6,0.06630020001476251,0
50,Trigger product-page assistance for long comparison sessions,7,0.013078824383283982,0
50,Streamline account and administrative navigation,8,0.008666880407557118,0
51,Prioritize high-value landing-page optimization,1,1.0,1
51,Schedule seasonal merchandising and promotion windows,2,0.6629702909805829,0
51,Reduce exit friction in product and checkout journeys,3,0.2089294981550817,0
51,Personalize journeys by visitor recency type,4,0.17622340267639766,0
51,Personalize product discovery depth and recommendations,5,0.05820281063003135,0
51,Improve first-screen relevance and loading quality,6,0.05350242573994354,0
51,Trigger product-page assistance for long comparison sessions,7,0.011462171895445803,0
51,Streamline account and administrative navigation,8,0.005627455726383503,0
52,Prioritize high-value landing-page optimization,1,1.0,1
52,Schedule seasonal merchandising and promotion windows,2,0.71003615994199,0
52,Personalize journeys by visitor recency type,3,0.22574797307045172,0
52,Reduce exit friction in product and checkout journeys,4,0.2134046806479805,0
52,Improve first-screen relevance and loading quality,5,0.08835669447404744,0
52,Personalize product discovery depth and recommendations,6,0.06344843901834622,0
52,Streamline account and administrative navigation,7,0.029082749595759353,0
52,Trigger product-page assistance for long comparison sessions,8,0.0062843170946079155,0
53,Prioritize high-value landing-page optimization,1,1.0,1
53,Schedule seasonal merchandising and promotion windows,2,0.6906638944165806,0
53,Reduce exit friction in product and checkout journeys,3,0.25490365041656887,0
53,Personalize journeys by visitor recency type,4,0.21586524149361627,0
53,Improve first-screen relevance and loading quality,5,0.15441431728561425,0
53,Streamline account and administrative navigation,6,0.09490232662965531,0
53,Personalize product discovery depth and recommendations,7,0.07824646424562427,0
53,Trigger product-page assistance for long comparison sessions,8,0.0,0
54,Prioritize high-value landing-page optimization,1,1.0,1
54,Schedule seasonal merchandising and promotion windows,2,0.6657013703216176,0
54,Personalize journeys by visitor recency type,3,0.22675008738595626,0
54,Reduce exit friction in product and checkout journeys,4,0.22454981493467677,0
54,Personalize product discovery depth and recommendations,5,0.09867538893743871,0
54,Improve first-screen relevance and loading quality,6,0.06274739594878109,0
54,Trigger product-page assistance for long comparison sessions,7,0.04110226730200898,0
54,Streamline account and administrative navigation,8,0.0,0
55,Prioritize high-value landing-page optimization,1,1.0,1
55,Schedule seasonal merchandising and promotion windows,2,0.7057583989448668,0
55,Reduce exit friction in product and checkout journeys,3,0.23213662668772247,0
55,Personalize journeys by visitor recency type,4,0.22977589464306525,0
55,Improve first-screen relevance and loading quality,5,0.10951333353448416,0
55,Personalize product discovery depth and recommendations,6,0.07250207624799067,0
55,Streamline account and administrative navigation,7,0.04441445211223538,0
55,Trigger product-page assistance for long comparison sessions,8,0.004350915946596208,0
56,Prioritize high-value landing-page optimization,1,1.0,1
56,Schedule seasonal merchandising and promotion windows,2,0.6856033399543707,0
56,Reduce exit friction in product and checkout journeys,3,0.21583694769430836,0
56,Personalize journeys by visitor recency type,4,0.20579807165973532,0
56,Improve first-screen relevance and loading quality,5,0.0878781558411215,0
56,Personalize product discovery depth and recommendations,6,0.06483659941285559,0
